city,lat,lon
GUAYAS,-2.1781840147,-78.8851118554
ZAMORA_CHINCHIPE,-4.0661869986,-78.8136155888
LOS_RIOS,-1.7936977041,-79.5812768493
GUAYAS,-2.0735327164,-79.8999627823
PICHINCHA,-0.2689471607,-78.5916550738
AZUAY,-2.7877293491,-78.8153785855
MANABI,-1.2770858916,-80.3495999844
PICHINCHA,-0.2379665677,-78.4422660109
PICHINCHA,0.1577831823,-78.8512957795
PICHINCHA,0.0282452629,-78.2063960705
GUAYAS,-2.1272578018,-79.8765916817
GUAYAS,-1.9672608346,-79.907478401
MANABI,-0.9743624397,-80.6363985811
LOS_RIOS,-1.0205465689,-79.4543101539
ESMERALDAS,0.9771466958,-79.7139277777
SUCUMBIOS,0.0959328427,-76.8991559642
PICHINCHA,-0.2243587797,-78.3387321252
GUAYAS,0.3692184328,-78.2199479912
GUAYAS,-2.4177086568,-80.4115122202
PICHINCHA,-0.2616916079,-78.6405283406
MANABI,-0.7082750164,-80.1047431435
GUAYAS,0.3538252718,-78.1564466888
GUAYAS,-2.6327654541,-80.3096742874
AZUAY,-3.0593871829,-79.7098068201
LOS_RIOS,-1.5471888355,-79.5675340303
GUAYAS,-2.6319189427,-80.3611880574
GUAYAS,-1.822518585,-80.3331916435
LOS_RIOS,-1.0124639815,-79.4556774072
LOJA,-4.3674883304,-79.8550372875
NAPO,-0.7288435645,-78.395671458
MANABI,-0.7133861397,-80.1868718133
ESMERALDAS,0.9629673312,-79.6906427838
MANABI,0.0716963508,-80.022430071
MANABI,0.0672502393,-80.1044736753
MANABI,-0.2739824321,-79.3964844996
MANABI,-0.9723188096,-80.6824626111
EL_ORO,-3.4808158816,-80.1766582877
CANAR,-2.423546917,-79.3206575482
MANABI,-0.8380809839,-79.7622086942
PICHINCHA,-0.2124043983,-78.3447410147
PICHINCHA,-0.1628076257,-78.5317366156
PICHINCHA,-0.1451985026,-78.537243204
MANABI,-1.2868296823,-80.4343670216
EL_ORO,-3.4727882826,-80.2236034578
MANABI,-0.9637713651,-80.7261001429
MANABI,-0.2652917693,-79.4638703148
EL_ORO,-3.2595259285,-79.916722075
GUAYAS,-2.1213980764,-79.8671989392
GUAYAS,0.3559455782,-78.0391888671
EL_ORO,-3.3249582178,-79.6899695377
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2373318483,-79.18188852
LOS_RIOS,-0.8834605046,-79.4909171265
CHIMBORAZO,-1.6567395514,-78.7015567321
ESMERALDAS,0.9587797939,-79.7357227238
GUAYAS,-2.130419916,-79.4699408344
GUAYAS,-2.0772408704,-79.9320910818
GUAYAS,0.3767241168,-77.9727338684
LOS_RIOS,-0.8803673223,-79.3957963543
LOS_RIOS,-0.8946525043,-79.6034904827
GUAYAS,-1.9716299649,-79.8679206491
GUAYAS,-2.0690693726,-79.9893172004
GUAYAS,-2.1198458425,-79.9216362372
GUAYAS,-2.6372061492,-80.3721350011
GUAYAS,0.3746757088,-78.1007693786
GUAYAS,-1.9740312219,-80.0032181443
SUCUMBIOS,-0.1328767757,-76.1937555944
PICHINCHA,-0.1185360845,-78.431469467
EL_ORO,-3.2652712274,-79.86042584
GUAYAS,-2.1164089869,-79.6140898716
PICHINCHA,-0.2129973496,-78.3653550779
EL_ORO,-3.4596314139,-79.9805489585
GUAYAS,-2.6334634175,-80.384893501
EL_ORO,-3.2605923505,-79.9170402348
LOS_RIOS,-1.789239383,-79.568051403
GUAYAS,-1.0710407512,-79.6892817065
LOS_RIOS,-0.8886666961,-79.4750030439
GUAYAS,-2.1777762665,-78.8890291921
SUCUMBIOS,-0.1427493093,-76.2707835012
SUCUMBIOS,-0.1428468256,-76.2912495188
PICHINCHA,-0.1315152016,-78.4168661094
GUAYAS,-2.0790503606,-79.9991523618
IMBABURA,0.339037135,-78.0438852762
ESMERALDAS,0.9740937214,-79.6985501755
PICHINCHA,-0.0930988818,-78.3352555635
TUNGURAHUA,-1.3063158626,-78.5198623514
GUAYAS,-1.8686281469,-80.0636549403
PICHINCHA,-0.1308331026,-78.5804742243
ESMERALDAS,1.2785080745,-78.7374692138
LOS_RIOS,-1.027213555,-79.5008576539
ESMERALDAS,0.9649049941,-79.553348734
GUAYAS,-2.1612073136,-79.8304559639
PICHINCHA,-0.1617988162,-78.4080299052
GUAYAS,-2.1586779556,-79.800159024
GUAYAS,-2.1178705198,-80.0385929001
GUAYAS,-2.4116871514,-80.4262857287
LOS_RIOS,-1.0138277257,-79.4625451189
ESMERALDAS,0.9591487388,-79.5649734486
PICHINCHA,-0.1272958001,-78.5487068084
MANABI,-0.9737679208,-80.7852824368
GUAYAS,0.3652305468,-78.0325387622
ESMERALDAS,0.9777814299,-79.7602198671
GUAYAS,-2.1247769392,-79.5341316192
SUCUMBIOS,0.1047870319,-76.8097087706
MANABI,-0.8405471325,-79.7227822105
CANAR,-2.4202659026,-79.2789294121
GUAYAS,-2.6235756847,-80.3816025414
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2393981344,-79.1613574185
IMBABURA,0.3404739053,-78.2426217743
IMBABURA,0.3516470543,-78.2373075418
GUAYAS,-2.1012480832,-79.608456227
MANABI,-0.922991412,-80.426645281
AZUAY,-2.9300568416,-78.851083878
GUAYAS,0.3917434048,-78.0302852702
GUAYAS,-2.620354646,-80.3905621693
ESMERALDAS,0.3171120701,-79.307312005
GUAYAS,-1.9615568786,-79.8980300145
EL_ORO,-3.4679726057,-80.2407831887
EL_ORO,-3.4778828956,-80.2910870127
LOS_RIOS,-1.0160721786,-79.4714353156
IMBABURA,0.3507431081,-78.0379985768
EL_ORO,-3.4814091158,-80.2139436171
EL_ORO,-3.4713284804,-80.2799082235
EL_ORO,-3.4727864974,-80.2031055041
MANABI,0.0801577435,-79.9900877086
MANABI,0.0784971885,-79.9891581934
NAPO,-0.9951307473,-77.7641622406
MANABI,-0.7243764102,-80.0500529161
MANABI,0.0686989294,-80.0490757884
MANABI,-0.9678084993,-80.7093267369
ORELLANA,-0.6835396883,-77.3749273577
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2488014175,-79.270793549
EL_ORO,-3.4678910108,-80.2829656295
GUAYAS,-1.9811874245,-80.0181257252
TUNGURAHUA,-1.2547329014,-78.5361712298
SANTA_ELENA,-2.2294323265,-80.8801818837
PICHINCHA,-0.1187206293,-78.5014726103
SANTO_DOMINGO_DE_LOS_TSACHILAS,-0.2383690469,-79.1797811375
MANABI,0.080562112,-80.1284913011
PICHINCHA,-0.0870550365,-78.4135782926
PICHINCHA,-0.1935315112,-78.6134742072
PICHINCHA,-0.2196929136,-78.5109801348
EL_ORO,-3.4665057439,-80.3013517845
EL_ORO,-3.4691101243,-80.2973019528
EL_ORO,-3.4732504201,-80.2992067961
